Date,Age,Tm,Opp,Result,Game Type,Seasontype,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
2009/3/16,23-314,NOH,HOU,L (-11),,regular,1,43:45:00,9,21,0.429,0,1,0,11,11,1,1,5,6,11,6,0,2,3,29,30.6,-5,0.561,0.429,2.6,17.1,8.8,57.1,7.9,0,7.2,30.7,128,104,19.3
2009/3/18,23-316,NOH,MIN,W (+1),,regular,1,40:53:00,10,21,0.476,1,2,0.5,5,6,0.833,0,4,4,10,5,0,2,0,26,26.1,-4,0.55,0.5,0,11.7,5.7,48.4,6.9,0,7.8,30.7,118,99,14.8
2009/3/20,23-318,NOH,MEM,W (+12),,regular,1,41:23:00,12,18,0.667,0,1,0,8,8,1,0,5,5,9,5,0,2,2,32,34.2,21,0.743,0.667,0,15.7,8.1,43.3,6.5,0,8.5,27.9,146,87,20.2
2009/3/22,23-320,NOH,GSW,W (+10),,regular,1,39:05:00,9,20,0.45,2,3,0.667,7,7,1,1,7,8,8,2,0,4,1,27,22.6,-3,0.585,0.5,2.6,18.3,10.5,35.2,2.5,0,14.8,30.6,112,90,8.8
2009/3/25,23-323,NOH,DEN,L (-13),,regular,1,39:33:00,5,11,0.455,0,1,0,9,10,0.9,1,5,6,13,2,0,6,1,19,19.8,-19,0.617,0.455,3.4,15.2,9.6,68.8,2.8,0,28,26.4,111,112,7.1
2009/3/27,23-325,NOH,NYK,L (-10),@,regular,1,40:24:00,8,18,0.444,1,3,0.333,5,6,0.833,0,2,2,10,3,0,3,2,22,19,-17,0.533,0.472,0,6.4,2.8,43.2,3.9,0,12.7,26.6,113,113,5
2009/3/29,23-327,NOH,SAS,W (+4),,regular,1,42:15:00,8,18,0.444,1,2,0.5,9,9,1,1,6,7,9,2,0,2,3,26,24.2,-1,0.592,0.472,2.6,15.5,9.1,57.1,2.7,0,8.3,28.5,126,102,12.6
2009/3/31,23-329,NOH,SAC,W (+1),@,regular,1,41:51:00,5,15,0.333,0,1,0,5,6,0.833,0,8,8,15,1,0,1,5,15,17,-4,0.425,0.333,0,26.2,13.1,45,1.3,0,5.4,21,123,125,-1.7
2009/4/1,23-330,NOH,LAC,W (+6),@,regular,1,41:34:00,13,19,0.684,0,0,,4,4,1,0,4,4,14,6,0,4,3,30,33.7,5,0.723,0.684,0,12.5,6.2,57.8,7.5,0,16.2,28.5,132,96,15.1
2009/4/3,23-332,NOH,GSW,L (-8),@,regular,1,41:14:00,16,28,0.571,4,9,0.444,7,8,0.875,1,3,4,9,3,0,4,5,43,34.3,-4,0.682,0.643,2.5,8.7,5.4,49,3.7,0,11.3,36.9,132,116,18.9
2009/4/5,23-334,NOH,UTA,L (-14),,regular,1,31:36:00,7,12,0.583,1,2,0.5,4,5,0.8,0,3,3,12,1,0,4,5,19,17.3,-9,0.669,0.625,0,12,6.1,66.6,1.7,0,22,28.4,124,122,5.5
2009/4/7,23-336,NOH,MIA,W (+6),@,regular,1,46:11:00,11,26,0.423,0,0,,4,5,0.8,2,7,9,9,6,1,3,2,26,24.5,12,0.461,0.423,5.1,20.1,12.2,42.4,7.4,2,9.6,33.8,100,82,13.7
2009/4/8,23-337,NOH,PHO,L (-5),,regular,1,43:06:00,13,29,0.448,1,5,0.2,2,4,0.5,3,4,7,16,0,0,3,5,29,22.6,1,0.471,0.466,7.4,12.7,9.7,64.7,0,0,8.9,36.1,111,120,4.5
2009/4/10,23-339,NOH,DAL,L (-8),@,regular,1,42:24:00,14,25,0.56,3,6,0.5,11,12,0.917,2,7,9,7,2,0,2,1,42,37.7,0,0.694,0.62,5.3,16.2,11.1,49.1,2.7,0,6.2,38.9,144,113,23.5
2009/4/12,23-341,NOH,DAL,W (+10),,regular,1,44:44:00,11,15,0.733,2,2,1,7,7,1,0,9,9,17,2,0,1,4,31,38.9,17,0.857,0.8,0,20.1,12.5,64.7,2.6,0,5.2,23.3,175,104,22.8
2009/4/13,23-342,NOH,HOU,L (-20),@,regular,1,29:41:00,3,8,0.375,0,0,,3,4,0.75,1,4,5,7,0,0,2,2,9,8.2,-13,0.461,0.375,3.4,18,9.7,48.9,0,0,17,19.9,99,109,0.8
2009/4/15,23-344,NOH,SAS,L (-7),@,regular,1,47:19:00,9,21,0.429,2,4,0.5,6,8,0.75,0,7,7,14,2,0,1,3,26,25.8,-3,0.53,0.476,0,20.1,9.9,54.2,2.4,0,3.9,29.1,119,109,9.9
2007/10/31,22-178,NOH,SAC,W (+14),,regular,1,37:14:00,7,13,0.538,1,2,0.5,7,8,0.875,1,7,8,12,3,0,2,4,22,25.9,26,0.666,0.577,3.5,22,13.2,51.6,4.2,0,10.8,22.7,147,92,14
2007/11/2,22-180,NOH,POR,W (+20),,regular,1,25:42:00,9,12,0.75,1,1,1,0,0,,0,3,3,6,2,0,2,3,19,18.1,18,0.792,0.792,0,13.7,8,41.2,4.3,0,14.3,27.2,147,101,12.5
2007/11/4,22-182,NOH,DEN,W (+5),@,regular,1,38:09:00,3,11,0.273,0,1,0,9,12,0.75,1,7,8,11,4,0,5,2,15,16,8,0.461,0.273,2.5,15.7,9.4,47.4,5.1,0,23.5,23.8,94,84,4.4
2007/11/6,22-184,NOH,LAL,W (+14),@,regular,1,35:06:00,7,18,0.389,0,3,0,5,5,1,1,2,3,21,3,0,2,1,19,25.8,17,0.47,0.389,3.2,6.1,4.7,88.6,4.1,0,9,27.4,129,103,12.3
2007/11/7,22-185,NOH,POR,L (-3),@,regular,1,34:34:00,7,15,0.467,0,1,0,4,4,1,1,4,5,12,3,0,4,3,18,18.4,5,0.537,0.467,2.8,12.1,7.3,68.6,4.6,0,19.3,26.5,110,98,10.9
2007/11/9,22-187,NOH,SAS,L (-12),,regular,1,34:14:00,8,15,0.533,1,1,1,1,1,1,0,1,1,7,2,0,2,2,18,15.1,-25,0.583,0.567,0,4,1.8,41.3,3.2,0,11.5,25.1,114,112,7.1
2007/11/11,22-189,NOH,PHI,W (+21),@,regular,1,30:29:00,6,10,0.6,1,2,0.5,3,3,1,2,1,3,9,3,0,3,0,16,19.4,13,0.707,0.65,7.7,3.7,5.7,51.4,5.5,0,20.9,22.6,135,81,17.9
2007/11/12,22-190,NOH,NJN,W (+2),@,regular,1,36:52:00,11,21,0.524,3,5,0.6,2,2,1,0,6,6,7,3,0,5,1,27,21,-1,0.617,0.595,0,18.2,9.3,51.6,4.4,0,18.6,36.3,106,88,10.6
2007/11/14,22-192,NOH,PHI,W (+19),,regular,1,34:18:00,6,10,0.6,1,2,0.5,0,0,,2,3,5,10,4,0,5,2,13,15.9,14,0.65,0.65,7,11.7,9.2,52.6,6.5,0,33.3,21.5,113,83,10.4
2007/11/16,22-194,NOH,MEM,W (+2),@,regular,1,43:58:00,10,21,0.476,1,4,0.25,7,7,1,0,2,2,13,5,0,7,1,28,24.6,11,0.581,0.5,0,5.9,2.8,46.2,5.9,0,22.5,31.7,111,109,6.3
2007/11/17,22-195,NOH,MIN,W (+18),@,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2007/11/19,22-197,NOH,ORL,L (-7),,regular,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac,Inac
2007/11/21,22-199,NOH,IND,L (-12),,regular,1,35:10:00,3,12,0.25,0,3,0,2,3,0.667,1,3,4,10,2,0,1,1,8,9.6,-5,0.3,0.25,2.7,8.9,5.7,45.6,3,0,7,18.7,90,114,-0.7
2007/11/23,22-201,NOH,UTA,L (-28),@,regular,1,35:11:00,5,12,0.417,0,2,0,5,5,1,4,2,6,6,2,0,4,2,15,13.4,-16,0.528,0.417,10.9,7,9.2,45,3,0,22,23.3,100,108,6.9
2007/11/24,22-202,NOH,LAC,W (+9),@,regular,1,36:53:00,5,15,0.333,0,2,0,1,2,0.5,1,2,3,10,2,0,0,2,11,11.6,8,0.346,0.333,3.3,5.8,4.6,42.7,3,0,0,21.1,103,103,0.9
2007/11/26,22-204,NOH,MIN,L (-9),,regular,1,44:04:00,10,19,0.526,3,4,0.75,8,8,1,0,1,1,11,4,0,3,3,31,29.5,-1,0.688,0.605,0,3.4,1.6,59.6,4.5,0,11.8,26.9,131,103,13.7
2007/11/30,22-208,NOH,ATL,W (+6),@,regular,1,35:35:00,8,13,0.615,2,3,0.667,2,2,1,0,1,1,4,2,0,2,2,20,16.4,7,0.72,0.692,0,3.5,1.5,22.3,3,0,12.6,19.9,134,95,9.7
2007/12/1,22-209,NOH,DAL,W (+4),,regular,1,48:42:00,11,25,0.44,1,3,0.333,10,10,1,1,8,9,12,3,0,2,5,33,30.4,13,0.561,0.46,2.3,19.8,10.8,50.2,3.5,0,6.4,31.1,128,110,11.9
2007/12/5,22-213,NOH,DET,L (-15),,regular,1,38:47:00,4,14,0.286,0,2,0,6,6,1,0,3,3,7,2,1,3,4,14,9.7,-10,0.421,0.286,0,7.9,3.9,41.2,3,1.9,15.3,24.8,90,108,1.9
2007/12/7,22-215,NOH,MEM,W (+2),,regular,1,48:35:00,15,27,0.556,5,7,0.714,8,9,0.889,1,4,5,9,4,0,3,2,43,38.1,0,0.694,0.648,2.2,11.8,6.3,33.1,4.3,0,8.8,30.1,143,112,17.3
2007/12/9,22-217,NOH,SEA,W (+3),,regular,1,34:52:00,10,16,0.625,1,3,0.333,8,9,0.889,0,0,0,10,2,0,2,1,29,28,-4,0.726,0.656,0,0,0,59.3,3,0,9.1,28.8,143,100,20
2007/12/12,22-220,NOH,DEN,L (-6),@,regular,1,37:12:00,12,20,0.6,1,6,0.167,5,6,0.833,0,4,4,12,1,0,5,4,30,24.4,-5,0.663,0.625,0,12.9,6.1,63.2,1.3,0,18.1,32.8,121,110,10.4
2007/12/14,22-222,NOH,DAL,L (-9),@,regular,1,39:31:00,9,21,0.429,1,4,0.25,3,3,1,2,2,4,3,1,0,2,4,22,12.4,-4,0.493,0.452,4.9,5.9,5.3,19.1,1.4,0,8.2,28.2,108,107,4.6
2007/12/15,22-223,NOH,PHO,W (+3),,regular,1,38:11:00,8,20,0.4,3,6,0.5,2,2,1,0,2,2,10,2,0,1,0,21,18.8,0,0.503,0.475,0,6.1,2.8,46.7,2.7,0,4.6,25,118,104,9.8
2007/12/17,22-225,NOH,POR,L (-12),@,regular,1,40:52:00,5,15,0.333,1,5,0.2,0,0,,0,4,4,8,3,0,4,4,11,6.7,-8,0.367,0.367,0,11.5,5.7,37.4,4.5,0,21.1,23.5,85,109,-2.3
2007/12/19,22-227,NOH,SEA,W (+14),@,regular,1,36:30:00,10,19,0.526,1,2,0.5,0,0,,1,2,3,15,4,0,3,2,21,23.7,15,0.553,0.553,3,6,4.5,60.1,5.9,0,13.6,27,127,102,11.8
2007/12/22,22-230,NOH,MIN,W (+34),,regular,1,29:54:00,6,11,0.545,0,1,0,7,8,0.875,0,2,2,15,5,0,1,0,19,28.4,32,0.654,0.545,0,7,3.8,70.1,8.8,0,6.4,24.6,149,76,24
2007/12/26,22-234,NOH,MEM,W (+18),@,regular,1,36:29:00,17,25,0.68,5,8,0.625,1,1,1,0,5,5,9,5,0,1,3,40,39.9,16,0.786,0.78,0,17.3,8.9,46.2,7.3,0,3.8,35,161,99,26.4
2007/12/28,22-236,NOH,CHA,W (+14),@,regular,1,33:47:00,4,12,0.333,1,1,1,8,9,0.889,0,2,2,11,1,0,0,1,17,18.7,20,0.533,0.375,0,6.6,3.3,49.9,1.6,0,0,21.6,137,97,9.8
2007/12/29,22-237,NOH,CLE,W (+10),,regular,1,40:11:00,6,18,0.333,0,3,0,8,10,0.8,2,4,6,9,7,0,3,2,20,21.1,17,0.446,0.333,5.6,10.9,8.2,45.1,10.4,0,11.8,33.1,102,81,13.7
2007/12/31,22-239,NOH,TOR,L (-5),,regular,1,43:47:00,8,16,0.5,0,1,0,7,11,0.636,1,6,7,16,2,0,1,4,23,26.5,0,0.552,0.5,2.5,19.3,10,64.4,2.5,0,4.6,23.3,133,108,12.9
2008/1/2,22-241,NOH,LAC,W (+14),@,regular,1,39:11:00,3,10,0.3,0,1,0,10,10,1,0,4,4,13,1,0,1,3,16,19.3,12,0.556,0.3,0,12,6.2,56.2,1.4,0,6.5,19.3,133,93,7.8
2008/1/4,22-243,NOH,GSW,W (+12),@,regular,1,35:39:00,10,20,0.5,2,5,0.4,2,3,0.667,0,0,0,13,5,0,2,4,24,24.1,18,0.563,0.55,0,0,0,59.3,7.4,0,8.6,28.8,132,105,14.4
2008/1/5,22-244,NOH,PHO,W (+5),@,regular,1,48:00:00,11,26,0.423,1,7,0.143,5,6,0.833,2,3,5,10,3,0,1,2,28,24.3,5,0.489,0.442,4.3,10,6.6,27.8,3.3,0,3.4,27.1,124,121,6.1
2008/1/9,22-248,NOH,LAL,L (-29),,regular,1,38:27:00,13,23,0.565,0,1,0,6,8,0.75,1,2,3,5,1,0,1,3,32,23.9,-26,0.603,0.565,2.4,7.8,4.4,42.3,1.4,0,3.6,32.2,129,125,16.3
2008/1/11,22-250,NOH,MIA,W (+26),,regular,1,33:09:00,7,7,1,2,2,1,0,0,,0,2,2,16,1,0,5,2,16,20.9,21,1.143,1.143,0,8,4.4,62.8,1.7,0,41.7,18.6,151,104,10.9
2008/1/13,22-252,NOH,HOU,W (+5),@,regular,1,38:26:00,7,14,0.5,1,3,0.333,4,4,1,0,3,3,11,2,0,6,1,19,16.2,10,0.603,0.536,0,10.7,4.9,50.4,2.9,0,27.6,27,104,95,7.4
2008/1/16,22-255,NOH,SEA,W (+31),,regular,1,29:57:00,6,13,0.462,0,2,0,0,0,,1,2,3,11,1,0,4,1,12,10.9,15,0.462,0.462,3.5,6.7,5.1,45.9,1.6,0,23.5,23.8,102,97,-3
2008/1/18,22-257,NOH,CHA,W (+28),,regular,1,29:41:00,7,11,0.636,0,1,0,0,0,,1,3,4,13,1,0,4,1,14,16.4,21,0.636,0.636,5.1,10.5,8.3,58.9,1.8,0,26.7,25.4,122,99,4.9
2008/1/21,22-260,NOH,MIL,W (+14),,regular,1,40:23:00,6,13,0.462,0,1,0,4,4,1,0,7,7,10,1,0,0,3,16,18.2,18,0.542,0.462,0,19.8,9.1,36.2,1.4,0,0,17.2,143,110,2.7
2008/1/23,22-262,NOH,POR,W (+15),,regular,1,37:05:00,6,14,0.429,2,5,0.4,4,4,1,1,2,3,10,1,0,1,2,18,18.1,8,0.571,0.5,3.5,6.3,5,45.8,1.6,0,6,22.5,135,106,10.3
2008/1/25,22-264,NOH,LAC,W (+19),,regular,1,35:39:00,3,12,0.25,0,2,0,2,2,1,1,4,5,14,2,0,0,1,8,14.1,10,0.311,0.25,2.9,13.1,7.7,49.7,3,0,0,16.3,126,103,2
2008/1/26,22-265,NOH,SAS,W (+24),@,regular,1,38:13:00,8,16,0.5,0,3,0,1,2,0.5,1,3,4,11,1,0,4,3,17,13.7,30,0.504,0.5,4.1,9,6.9,40.7,1.5,0,19.2,27.6,107,93,2.5
2008/1/28,22-267,NOH,DEN,W (+24),,regular,1,38:11:00,7,20,0.35,1,2,0.5,8,8,1,3,6,9,17,2,1,3,1,23,26.9,23,0.489,0.375,9,17.5,13.3,59,2.6,2.2,11.3,29.2,129,94,11.9
2008/1/30,22-269,NOH,GSW,L (-13),,regular,1,45:46:00,12,24,0.5,1,5,0.2,3,4,0.75,1,1,2,12,2,0,1,5,28,24,-16,0.543,0.521,2.2,2.8,2.5,44.3,2.5,0,3.7,25.8,135,137,6
2008/2/1,22-271,NOH,SAC,L (-9),@,regular,1,38:50:00,5,11,0.455,2,4,0.5,3,4,0.75,2,3,5,19,1,0,5,4,15,18.9,-5,0.588,0.545,6.5,8.8,7.7,73.8,1.3,0,28.2,21.3,127,120,5.6
2008/2/4,22-274,NOH,UTA,L (-22),@,regular,1,26:55:00,3,11,0.273,0,2,0,0,1,0,2,2,4,6,1,0,5,5,6,-0.7,-23,0.262,0.273,9.1,9.1,9.1,41.7,2,0,30.4,29.9,64,124,-15.9
2008/2/6,22-276,NOH,PHO,W (+2),@,regular,1,50:19:00,18,33,0.545,4,9,0.444,2,3,0.667,2,3,5,9,8,0,1,2,42,40.5,11,0.612,0.606,4.3,9.1,6.3,31.2,8.2,0,2.8,31.1,138,105,22.1
2008/2/9,22-279,NOH,MEM,W (+13),,regular,1,34:20:00,1,10,0.1,0,4,0,0,0,,0,4,4,16,1,0,4,5,2,2.8,8,0.1,0.1,0,16,7.6,55.1,1.5,0,28.6,18.1,76,112,-12.9
2008/2/12,22-282,NOH,CHI,W (+14),@,regular,1,38:50:00,11,21,0.524,1,4,0.25,2,2,1,0,4,4,14,2,0,1,2,25,25.9,22,0.571,0.548,0,12.1,6.3,70.9,2.8,0,4.4,28.7,136,100,11.8
2008/2/13,22-283,NOH,MIL,W (+4),@,regular,1,35:13:00,8,17,0.471,2,4,0.5,3,4,0.75,1,3,4,10,3,0,3,1,21,20.1,5,0.56,0.529,4.4,10.2,7.7,42.5,4.7,0,13.8,29.8,122,117,7.3
2008/2/20,22-290,NOH,DAL,W (+11),,regular,1,40:38:00,11,20,0.55,2,3,0.667,7,7,1,0,5,5,11,9,0,1,1,31,38.2,20,0.672,0.6,0,15.1,7.4,59,11.7,0,4.2,27.3,150,83,29.9
2008/2/22,22-292,NOH,HOU,L (-20),,regular,1,31:42:00,6,13,0.462,0,2,0,2,2,1,1,2,3,11,3,0,0,2,14,18.5,-18,0.504,0.462,2.9,7.4,4.9,72.7,5.3,0,0,21,126,111,14.7
2008/2/23,22-293,NOH,SAS,L (-9),@,regular,1,36:33:00,11,23,0.478,1,6,0.167,4,4,1,0,4,4,4,1,0,0,0,27,20.3,-11,0.545,0.5,0,14.6,6.7,26.9,1.6,0,0,34.8,118,117,10.2
2008/2/25,22-295,NOH,WAS,L (-3),,regular,1,41:20:00,10,14,0.714,2,3,0.667,0,1,0,1,4,5,8,2,0,4,1,22,20.9,-1,0.762,0.786,3.2,11.3,7.5,39.7,2.7,0,21.7,21.3,130,109,10.6
2008/2/27,22-297,NOH,PHO,W (+17),,regular,1,35:41:00,9,21,0.429,2,3,0.667,5,6,0.833,0,6,6,15,3,0,1,2,25,27,19,0.529,0.476,0,22.4,11.2,56.2,4.1,0,4.1,30.7,124,101,12
2008/2/29,22-299,NOH,UTA,W (+12),,regular,1,42:14:00,5,15,0.333,1,2,0.5,13,14,0.929,0,4,4,16,5,0,1,3,24,30.3,10,0.567,0.367,0,11.7,5.8,58.1,6.4,0,4.5,25.8,137,103,15.5
2008/3/2,22-301,NOH,WAS,L (-17),@,regular,1,35:26:00,7,10,0.7,0,0,,2,3,0.667,1,3,4,8,3,0,6,3,16,14.4,-10,0.707,0.7,3,9.5,6.2,48.1,4.9,0,34.6,23.4,104,116,5
2008/3/3,22-302,NOH,NYK,W (+12),@,regular,1,35:40:00,11,17,0.647,2,3,0.667,3,4,0.75,0,5,5,8,3,0,2,1,27,26.8,8,0.72,0.706,0,13.7,6.8,46.4,4.6,0,9.6,26.9,143,95,18
2008/3/5,22-304,NOH,ATL,W (+15),,regular,1,38:09:00,9,16,0.563,3,4,0.75,2,2,1,1,1,2,18,2,0,1,0,23,30,17,0.681,0.656,2.7,3.3,3,63.5,2.9,0,5.6,20.1,168,116,19.2
2008/3/7,22-306,NOH,NJN,W (+11),,regular,1,41:55:00,7,14,0.5,0,3,0,11,11,1,0,3,3,16,3,0,1,2,25,31.3,9,0.663,0.5,0,8.4,4.6,61.1,3.8,0,5,22.6,153,104,14.9
2008/3/8,22-307,NOH,HOU,L (-10),@,regular,1,38:20:00,15,26,0.577,3,5,0.6,4,4,1,1,2,3,11,2,0,4,3,37,30.6,-13,0.666,0.635,2.6,7,4.5,64.9,2.9,0,12.6,37.1,133,122,18.7
2008/3/12,22-311,NOH,SAS,W (+25),,regular,1,34:30:00,12,19,0.632,0,1,0,2,2,1,0,1,1,17,3,0,3,1,26,29.3,20,0.654,0.632,0,3,1.9,86.6,4.9,0,13.1,34.5,137,86,22
2008/3/14,22-313,NOH,LAL,W (+10),,regular,1,42:47:00,9,19,0.474,2,5,0.4,7,12,0.583,0,4,4,17,4,0,2,4,27,28.8,12,0.556,0.526,0,8.5,4.6,61.7,4.8,0,7.6,26.7,136,102,14.4
2008/3/16,22-315,NOH,DET,L (-21),@,regular,1,39:20:00,6,12,0.5,1,3,0.333,1,2,0.5,2,2,4,14,1,0,4,5,14,14.4,-8,0.543,0.542,5.7,7.2,6.3,61.7,1.6,0,23.7,21,114,138,4.3
2008/3/17,22-316,NOH,CHI,W (+11),,regular,1,42:20:00,15,21,0.714,2,3,0.667,5,7,0.714,1,3,4,13,3,0,2,1,37,38.8,12,0.768,0.762,2.6,9,5.5,64.1,3.7,0,7.7,28,155,103,22.9
2008/3/19,22-318,NOH,HOU,W (+21),,regular,1,34:10:00,9,13,0.692,2,4,0.5,1,3,0.333,1,3,4,10,4,0,5,1,21,21.9,12,0.733,0.769,3.1,8.3,5.8,65.8,6.2,0,25.9,27.4,117,75,17.2
2008/3/22,22-321,NOH,BOS,W (+7),,regular,1,29:09:00,6,10,0.6,2,3,0.667,5,6,0.833,1,2,3,7,2,0,2,5,19,18.2,1,0.752,0.7,4.1,10,6.8,39.6,3.6,0,13.7,24.4,145,116,10.5
2008/3/25,22-324,NOH,IND,W (+8),@,regular,1,39:58:00,9,19,0.474,2,5,0.4,11,14,0.786,0,3,3,14,3,0,1,3,31,31.6,18,0.616,0.526,0,9,4.6,59.6,3.8,0,3.8,29.9,139,111,14.1
2008/3/26,22-325,NOH,CLE,W (+1),@,regular,1,42:12:00,5,17,0.294,1,4,0.25,4,4,1,2,1,3,20,2,1,1,2,15,21.7,5,0.4,0.324,5.4,2.9,4.2,77.6,2.7,1.7,5.1,23,126,119,9.4
2008/3/28,22-327,NOH,BOS,L (-20),@,regular,1,39:38:00,7,16,0.438,2,4,0.5,6,8,0.75,1,0,1,10,3,0,1,2,22,21.7,-25,0.564,0.5,2.7,0,1.8,47.5,4.2,0,4.9,25.8,127,124,12.4
2008/3/30,22-329,NOH,TOR,W (+7),@,regular,1,35:18:00,8,15,0.533,1,3,0.333,3,3,1,1,5,6,16,2,0,2,1,20,25.7,16,0.613,0.567,4.2,18.9,12,58.6,3,0,10.9,25.8,141,119,11.7
2008/4/1,22-331,NOH,ORL,W (+1),@,regular,1,39:34:00,6,19,0.316,0,4,0,7,10,0.7,1,3,4,12,2,0,4,3,19,13.7,4,0.406,0.316,2.5,11.4,6,52.5,2.8,0,14.6,30.5,102,110,1.7
2008/4/2,22-332,NOH,MIA,W (+29),@,regular,1,30:10:00,6,12,0.5,1,2,0.5,1,2,0.5,0,5,5,10,1,0,1,0,14,16.1,9,0.543,0.542,0,17.3,8.8,50.6,1.8,0,7.2,21.7,127,89,9.4
2008/4/4,22-334,NOH,NYK,W (+8),,regular,1,42:36:00,10,19,0.526,1,2,0.5,12,13,0.923,0,4,4,15,2,0,2,3,33,33.8,17,0.667,0.553,0,13.3,6.1,53.3,2.5,0,7.5,29.7,144,122,8.8
2008/4/6,22-336,NOH,GSW,W (+12),,regular,1,40:35:00,7,16,0.438,1,2,0.5,1,1,1,3,7,10,13,5,0,5,2,16,20.1,8,0.487,0.469,9.1,17.2,13.6,43,6,0,23.3,22.7,105,90,6.9
2008/4/8,22-338,NOH,UTA,L (-11),,regular,1,33:16:00,2,11,0.182,0,2,0,0,2,0,0,2,2,9,3,0,3,2,4,2.4,-22,0.168,0.182,0,7.2,3.5,53.9,4.9,0,20.2,21.7,51,84,-2.6
2008/4/9,22-339,NOH,MIN,W (+32),@,regular,1,33:07:00,6,11,0.545,2,4,0.5,5,5,1,1,4,5,16,1,0,1,3,19,25.6,27,0.72,0.636,3.7,15.7,9.5,60.5,1.7,0,7,20.4,168,104,15.8
2008/4/11,22-341,NOH,LAL,L (-3),@,regular,1,39:27:00,4,13,0.308,0,1,0,7,8,0.875,1,5,6,17,4,0,3,5,15,20.2,1,0.454,0.308,3.2,15.2,9.4,57.2,5.4,0,15.4,24.1,115,111,7.6
2008/4/12,22-342,NOH,SAC,L (-3),@,regular,1,41:59:00,4,13,0.308,0,2,0,6,7,0.857,1,5,6,12,6,0,2,3,14,19.5,2,0.435,0.308,2.3,14.3,7.7,48.3,7,0,11.1,18.2,103,86,10.1
2008/4/15,22-345,NOH,LAC,W (+22),,regular,1,36:52:00,10,13,0.769,0,1,0,2,2,1,0,4,4,12,2,1,3,0,22,26.2,25,0.793,0.769,0,15.3,7,52.1,2.9,2.2,17.8,22,144,100,12.9
2008/4/16,22-346,NOH,DAL,L (-13),@,regular,1,33:57:00,6,12,0.5,3,5,0.6,5,6,0.833,0,3,3,10,2,0,3,5,20,18.5,-11,0.683,0.625,0,9.6,4.8,47.9,3.2,0,17,24.4,131,127,9.4
2006/11/1,21-179,NOK,BOS,W (+4),@,regular,1,36:38:00,7,14,0.5,0,3,0,6,9,0.667,1,6,7,10,3,0,1,2,20,22.5,0,0.557,0.5,2.5,17.1,9.4,48.8,3.9,0,5.3,21.9,123,82,15.3
2006/11/3,21-181,NOK,IND,W (+9),@,regular,1,31:22:00,6,12,0.5,0,0,,4,4,1,0,2,2,6,0,0,2,4,16,11.2,-1,0.581,0.5,0,6.8,3.5,33,0,0,12.7,21.8,128,108,1.8
2006/11/5,21-183,NOK,HOU,W (+6),,regular,1,38:20:00,5,12,0.417,0,2,0,2,3,0.667,1,2,3,16,3,0,5,1,12,15.3,11,0.45,0.417,2.8,6,4.4,74.9,4.1,0,27.3,22.8,103,101,5.4
2006/11/7,21-185,NOK,GSW,W (+4),,regular,1,35:32:00,9,16,0.563,1,1,1,3,4,0.75,1,5,6,11,0,0,4,2,22,19.1,10,0.619,0.594,2.9,16.9,9.4,57.5,0,0,18.4,26.3,126,108,9
2006/11/9,21-187,NOK,GSW,L (-5),@,regular,1,37:30:00,12,21,0.571,1,1,1,9,10,0.9,3,0,3,10,2,0,6,1,34,28.4,3,0.669,0.595,8.9,0,5.1,49.9,2.7,0,19.1,34.3,130,129,11.5
2006/11/10,21-188,NOK,POR,L (-1),@,regular,1,39:08:00,6,17,0.353,0,3,0,0,0,,0,3,3,8,2,0,2,2,12,8.2,3,0.353,0.353,0,9.4,4.6,34.3,2.8,0,10.5,22.4,88,104,-1.9
2006/11/12,21-190,NOK,LAC,L (-16),@,regular,1,36:12:00,9,13,0.692,0,1,0,2,5,0.4,1,4,5,3,1,0,6,5,20,10.3,-10,0.658,0.692,4.1,12.9,9.1,20.9,1.5,0,28.3,28.3,97,108,-0.6
2006/11/14,21-192,NOK,CHA,W (+9),,regular,1,32:54:00,0,8,0,0,1,0,2,2,1,0,2,2,10,3,0,1,1,2,5.6,10,0.113,0,0,6.8,3.1,41.7,4.7,0,10.1,13.4,68,91,-2.5
2006/11/15,21-193,NOK,DET,W (+1),@,regular,1,37:04:00,7,14,0.5,0,1,0,6,6,1,1,2,3,13,0,0,0,3,20,22.2,-4,0.601,0.5,2.8,7.8,4.9,58.2,0,0,0,21.1,158,126,11.2
